class_name,threshold,tp,fp,tn,fn,precision,recall_sensitivity,specificity,fpr,f1,balanced_accuracy,youden_j
Hernia,1.504374632810222e-25,19.0,8768.0,16742.0,67.0,0.002162285194036645,0.22093023255813954,0.6562916503332027,0.3437083496667973,0.004282655246252677,0.43861094144567114,-0.12277811710865771
Hernia,1.4580899448296092e-25,19.0,8784.0,16726.0,67.0,0.0021583551062137906,0.22093023255813954,0.6556644453155626,0.34433555468443744,0.00427494656316796,0.4382973389368511,-0.12340532212629785
Hernia,1.4132292740424369e-25,19.0,8795.0,16715.0,67.0,0.002155661447696846,0.22093023255813954,0.6552332418659349,0.3447667581340651,0.004269662921348314,0.43808173721203725,-0.1238365255759255
Hernia,1.369748740060852e-25,19.0,8816.0,16694.0,67.0,0.002150537634408602,0.22093023255813954,0.6544100352802822,0.3455899647197178,0.0042596121511041364,0.43767013391921084,-0.12465973216157833
Hernia,1.327605941611199e-25,20.0,8835.0,16675.0,66.0,0.002258610954263128,0.23255813953488372,0.6536652293218346,0.3463347706781654,0.004473772508667933,0.44311168442835913,-0.11377663114328174
Hernia,1.286759833274503e-25,20.0,8848.0,16662.0,66.0,0.0022552999548940008,0.23255813953488372,0.6531556252450019,0.3468443747549981,0.004467277194549921,0.4428568823899428,-0.11428623522011438
Hernia,1.2471703557079207e-25,20.0,8878.0,16632.0,66.0,0.0022476961114857273,0.23255813953488372,0.6519796158369267,0.34802038416307335,0.004452359750667855,0.44226887768590517,-0.11546224462818966
Hernia,1.2087990519423227e-25,20.0,8889.0,16621.0,66.0,0.0022449208665394544,0.23255813953488372,0.6515484123872991,0.3484515876127009,0.0044469149527515284,0.4420532759610914,-0.11589344807781721
Hernia,1.171608204565678e-25,20.0,8912.0,16598.0,66.0,0.0022391401701746527,0.23255813953488372,0.6506468051744414,0.3493531948255586,0.0044355732978487465,0.44160247235466255,-0.11679505529067491
Hernia,1.1355615752801533e-25,20.0,8930.0,16580.0,66.0,0.0022346368715083797,0.23255813953488372,0.6499411995295963,0.3500588004704037,0.004426737494466578,0.44124966953224,-0.11750066093552003
